ID	strand	type	start	end	seq_id	neighbours
PF3D7_1349600	+	protein_coding_gene	1996357	1998701	Pf3D7_13_v3	[]
PF3D7_1349700	+	protein_coding_gene	1998716	1999945	Pf3D7_13_v3	[]
PF3D7_1349800	+	protein_coding_gene	2000270	2002377	Pf3D7_13_v3	[]
PF3D7_1349900	-	protein_coding_gene	2002379	2002989	Pf3D7_13_v3	[]
PF3D7_1350000	-	protein_coding_gene	2003004	2005374	Pf3D7_13_v3	[]
PF3D7_1350100	-	protein_coding_gene	2005394	2008444	Pf3D7_13_v3	[]
PF3D7_1350200	-	protein_coding_gene	2009378	2010603	Pf3D7_13_v3	[]
PF3D7_1350300	+	protein_coding_gene	2010870	2012401	Pf3D7_13_v3	[]
PF3D7_1350400	+	protein_coding_gene	2012425	2015228	Pf3D7_13_v3	['PF3D7_1350500']
PF3D7_1350500	-	protein_coding_gene	2014953	2019472	Pf3D7_13_v3	['PF3D7_1350400']
PF3D7_1350600	+	protein_coding_gene	2021350	2022307	Pf3D7_13_v3	[]
PF3D7_1350700	+	protein_coding_gene	2023039	2025270	Pf3D7_13_v3	[]
PF3D7_1350800	-	protein_coding_gene	2025366	2026106	Pf3D7_13_v3	[]
PF3D7_1350900	-	protein_coding_gene	2026229	2029960	Pf3D7_13_v3	[]
PF3D7_1351000	+	protein_coding_gene	2032016	2040395	Pf3D7_13_v3	['PF3D7_1351100']
PF3D7_1351100	-	protein_coding_gene	2039975	2042372	Pf3D7_13_v3	['PF3D7_1351000']
PF3D7_1351200	+	protein_coding_gene	2042430	2048269	Pf3D7_13_v3	[]
PF3D7_1351300	-	protein_coding_gene	2048381	2049656	Pf3D7_13_v3	[]
PF3D7_1351400	+	protein_coding_gene	2051487	2053580	Pf3D7_13_v3	[]
PF3D7_1351500	+	ncRNA_gene	2052741	2052885	Pf3D7_13_v3	['PF3D7_1351400']
PF3D7_1351600	+	protein_coding_gene	2055161	2057075	Pf3D7_13_v3	[]
PF3D7_1351700	+	protein_coding_gene	2058839	2064747	Pf3D7_13_v3	[]
PF3D7_1351800	+	protein_coding_gene	2065333	2067148	Pf3D7_13_v3	[]
PF3D7_1351900	-	protein_coding_gene	2067513	2068916	Pf3D7_13_v3	[]
PF3D7_1352000	+	protein_coding_gene	2069203	2075512	Pf3D7_13_v3	[]
PF3D7_1352100	-	protein_coding_gene	2075535	2079893	Pf3D7_13_v3	['PF3D7_1352200']
PF3D7_1352200	+	protein_coding_gene	2079867	2083628	Pf3D7_13_v3	['PF3D7_1352100']
PF3D7_1352300	-	protein_coding_gene	2083689	2086318	Pf3D7_13_v3	[]
PF3D7_1352400	+	protein_coding_gene	2087113	2092848	Pf3D7_13_v3	['PF3D7_1352500']
PF3D7_1352500	-	protein_coding_gene	2092297	2094680	Pf3D7_13_v3	['PF3D7_1352400']
PF3D7_1352600	-	protein_coding_gene	2096326	2099369	Pf3D7_13_v3	[]
PF3D7_1352700	+	protein_coding_gene	2101043	2109710	Pf3D7_13_v3	[]
PF3D7_1352800	+	protein_coding_gene	2110042	2113787	Pf3D7_13_v3	['PF3D7_1352900']
PF3D7_1352900	-	protein_coding_gene	2113577	2116771	Pf3D7_13_v3	['PF3D7_1352800']
PF3D7_1353000	-	pseudogene	2118361	2120913	Pf3D7_13_v3	[]
PF3D7_1353100	-	protein_coding_gene	2124264	2126527	Pf3D7_13_v3	[]
PF3D7_1353200	+	protein_coding_gene	2129062	2131680	Pf3D7_13_v3	[]
PF3D7_1353300	-	protein_coding_gene	2132005	2139029	Pf3D7_13_v3	[]
PF3D7_1353400	+	protein_coding_gene	2139411	2143719	Pf3D7_13_v3	[]
PF3D7_1353500	+	protein_coding_gene	2143723	2145387	Pf3D7_13_v3	['PF3D7_1353600']
PF3D7_1353600	-	protein_coding_gene	2145221	2147873	Pf3D7_13_v3	['PF3D7_1353500']
PF3D7_1353700	+	protein_coding_gene	2149723	2150864	Pf3D7_13_v3	[]
PF3D7_1353800	-	protein_coding_gene	2151014	2152684	Pf3D7_13_v3	[]
PF3D7_1353900	+	protein_coding_gene	2153175	2155528	Pf3D7_13_v3	[]
PF3D7_1354000	-	protein_coding_gene	2155755	2157542	Pf3D7_13_v3	[]
PF3D7_1354100	-	protein_coding_gene	2157908	2159670	Pf3D7_13_v3	[]
PF3D7_1354200	-	protein_coding_gene	2159676	2163263	Pf3D7_13_v3	[]
PF3D7_1354300	-	protein_coding_gene	2163553	2168036	Pf3D7_13_v3	[]
PF3D7_1354400	-	protein_coding_gene	2169202	2172008	Pf3D7_13_v3	[]
PF3D7_1354500	+	protein_coding_gene	2173757	2176285	Pf3D7_13_v3	['PF3D7_1354600']
PF3D7_1354600	-	protein_coding_gene	2175867	2177361	Pf3D7_13_v3	['PF3D7_1354500']
PF3D7_1354700	-	protein_coding_gene	2178639	2179862	Pf3D7_13_v3	[]
PF3D7_1354800	-	protein_coding_gene	2180143	2183414	Pf3D7_13_v3	[]
PF3D7_1354900	+	protein_coding_gene	2183640	2186476	Pf3D7_13_v3	[]
PF3D7_1355100	+	protein_coding_gene	2186494	2190804	Pf3D7_13_v3	[]
PF3D7_1355200	-	protein_coding_gene	2190835	2194498	Pf3D7_13_v3	[]
PF3D7_1355300	+	protein_coding_gene	2195099	2197551	Pf3D7_13_v3	[]
PF3D7_1355400	-	ncRNA_gene	2197906	2197978	Pf3D7_13_v3	[]
PF3D7_1355500	+	protein_coding_gene	2198698	2202351	Pf3D7_13_v3	['PF3D7_1355600']
PF3D7_1355600	-	protein_coding_gene	2202011	2205513	Pf3D7_13_v3	['PF3D7_1355500']
PF3D7_1355700	-	protein_coding_gene	2205950	2212554	Pf3D7_13_v3	['PF3D7_1355800']
PF3D7_1355800	+	protein_coding_gene	2212459	2215136	Pf3D7_13_v3	['PF3D7_1355700']
PF3D7_1355900	+	protein_coding_gene	2216285	2218436	Pf3D7_13_v3	[]
PF3D7_1356000	+	protein_coding_gene	2218743	2222939	Pf3D7_13_v3	[]
PF3D7_1356100	-	protein_coding_gene	2223411	2227718	Pf3D7_13_v3	[]
PF3D7_1356200	-	protein_coding_gene	2228269	2229941	Pf3D7_13_v3	[]
PF3D7_1356300	+	protein_coding_gene	2231116	2233675	Pf3D7_13_v3	[]
PF3D7_1356400	+	protein_coding_gene	2234959	2238932	Pf3D7_13_v3	[]
PF3D7_1356500	+	protein_coding_gene	2239261	2240004	Pf3D7_13_v3	[]
PF3D7_1356600	-	protein_coding_gene	2240792	2243672	Pf3D7_13_v3	[]
PF3D7_1356700	+	protein_coding_gene	2244508	2247386	Pf3D7_13_v3	[]
PF3D7_1356800	+	protein_coding_gene	2248107	2262674	Pf3D7_13_v3	[]
PF3D7_1356900	-	protein_coding_gene	2262738	2265705	Pf3D7_13_v3	[]
PF3D7_1357000	-	protein_coding_gene	2265717	2269459	Pf3D7_13_v3	['PF3D7_1357100']
PF3D7_1357100	+	protein_coding_gene	2266590	2270877	Pf3D7_13_v3	['PF3D7_1357000']
PF3D7_1357200	+	protein_coding_gene	2271135	2274371	Pf3D7_13_v3	[]
PF3D7_1357300	+	protein_coding_gene	2274713	2275078	Pf3D7_13_v3	[]
PF3D7_1357400	+	protein_coding_gene	2275621	2280940	Pf3D7_13_v3	[]
PF3D7_1357500	+	protein_coding_gene	2280953	2284450	Pf3D7_13_v3	[]
PF3D7_1357600	+	protein_coding_gene	2284813	2286089	Pf3D7_13_v3	['PF3D7_1357700']
PF3D7_1357700	-	protein_coding_gene	2285945	2291193	Pf3D7_13_v3	['PF3D7_1357600', 'PF3D7_1357800']
PF3D7_1357800	+	protein_coding_gene	2291061	2295045	Pf3D7_13_v3	['PF3D7_1357700']
PF3D7_1357900	+	protein_coding_gene	2295079	2297485	Pf3D7_13_v3	['PF3D7_1358000']
PF3D7_1358000	-	protein_coding_gene	2297267	2305076	Pf3D7_13_v3	['PF3D7_1357900']
PF3D7_1358100	-	protein_coding_gene	2305078	2308166	Pf3D7_13_v3	[]
PF3D7_1358200	+	protein_coding_gene	2308497	2314416	Pf3D7_13_v3	['PF3D7_1358300']
PF3D7_1358300	-	protein_coding_gene	2314206	2316111	Pf3D7_13_v3	['PF3D7_1358200']
PF3D7_1358400	+	protein_coding_gene	2316496	2318408	Pf3D7_13_v3	[]
PF3D7_1358500	+	protein_coding_gene	2318416	2321089	Pf3D7_13_v3	[]
PF3D7_1358600	+	protein_coding_gene	2322060	2325077	Pf3D7_13_v3	[]
PF3D7_1358700	-	protein_coding_gene	2325473	2328323	Pf3D7_13_v3	[]
PF3D7_1358800	+	protein_coding_gene	2329517	2331678	Pf3D7_13_v3	[]
PF3D7_1358900	-	protein_coding_gene	2331698	2335247	Pf3D7_13_v3	[]
PF3D7_1359000	-	protein_coding_gene	2335486	2346648	Pf3D7_13_v3	[]
PF3D7_1359100	-	protein_coding_gene	2347380	2350101	Pf3D7_13_v3	[]
PF3D7_1359200	-	protein_coding_gene	2350110	2353226	Pf3D7_13_v3	[]
PF3D7_1359300	+	protein_coding_gene	2353589	2357798	Pf3D7_13_v3	[]
PF3D7_1359400	-	protein_coding_gene	2358469	2362433	Pf3D7_13_v3	[]
PF3D7_1359500	+	protein_coding_gene	2364426	2365235	Pf3D7_13_v3	[]
PF3D7_1359600	+	protein_coding_gene	2367440	2379279	Pf3D7_13_v3	[]
PF3D7_1359700	+	protein_coding_gene	2379985	2393171	Pf3D7_13_v3	[]
PF3D7_1359800	+	protein_coding_gene	2393370	2394355	Pf3D7_13_v3	[]
PF3D7_1359900	+	protein_coding_gene	2395314	2402848	Pf3D7_13_v3	[]
PF3D7_1360000	-	protein_coding_gene	2403511	2404044	Pf3D7_13_v3	[]
PF3D7_1360100	-	protein_coding_gene	2404623	2406467	Pf3D7_13_v3	[]
PF3D7_1360200	-	protein_coding_gene	2406644	2408604	Pf3D7_13_v3	[]
PF3D7_1360300	-	protein_coding_gene	2408666	2410749	Pf3D7_13_v3	[]
PF3D7_1360400	+	protein_coding_gene	2411192	2412387	Pf3D7_13_v3	[]
PF3D7_1360500	+	protein_coding_gene	2413324	2425261	Pf3D7_13_v3	[]
PF3D7_1360700	-	protein_coding_gene	2425337	2432314	Pf3D7_13_v3	[]
PF3D7_1360800	+	protein_coding_gene	2434692	2439303	Pf3D7_13_v3	[]
PF3D7_1360900	-	protein_coding_gene	2439392	2443396	Pf3D7_13_v3	[]
PF3D7_1361000	-	protein_coding_gene	2444905	2447446	Pf3D7_13_v3	[]
PF3D7_1361100	+	protein_coding_gene	2449531	2453792	Pf3D7_13_v3	[]
PF3D7_1361200	+	protein_coding_gene	2454751	2461569	Pf3D7_13_v3	[]
PF3D7_1361300	+	protein_coding_gene	2461591	2463928	Pf3D7_13_v3	['PF3D7_1361400']
PF3D7_1361400	-	protein_coding_gene	2463755	2464745	Pf3D7_13_v3	['PF3D7_1361300']
PF3D7_1361500	-	protein_coding_gene	2464790	2468539	Pf3D7_13_v3	[]
PF3D7_1361600	-	protein_coding_gene	2469127	2469540	Pf3D7_13_v3	[]
PF3D7_1361700	+	protein_coding_gene	2470306	2472405	Pf3D7_13_v3	[]
PF3D7_1361800	+	protein_coding_gene	2473498	2482244	Pf3D7_13_v3	['PF3D7_1361900']
PF3D7_1361900	-	protein_coding_gene	2481776	2484101	Pf3D7_13_v3	['PF3D7_1361800']
PF3D7_1362000	+	protein_coding_gene	2486033	2487778	Pf3D7_13_v3	[]
PF3D7_1362100	-	protein_coding_gene	2487843	2489579	Pf3D7_13_v3	[]
PF3D7_1362200	-	protein_coding_gene	2489913	2492561	Pf3D7_13_v3	[]
PF3D7_1362300	+	protein_coding_gene	2492607	2494181	Pf3D7_13_v3	[]
PF3D7_1362400	+	protein_coding_gene	2495001	2502249	Pf3D7_13_v3	[]
PF3D7_1362500	+	protein_coding_gene	2502730	2505875	Pf3D7_13_v3	[]
PF3D7_1362600	+	protein_coding_gene	2505912	2507356	Pf3D7_13_v3	[]
PF3D7_1362700	+	protein_coding_gene	2509007	2517549	Pf3D7_13_v3	[]
PF3D7_1362800	+	protein_coding_gene	2518311	2525712	Pf3D7_13_v3	[]
PF3D7_1362900	+	protein_coding_gene	2526360	2531483	Pf3D7_13_v3	[]
PF3D7_1363000	+	protein_coding_gene	2532007	2535722	Pf3D7_13_v3	[]
PF3D7_1363100	+	protein_coding_gene	2535745	2539767	Pf3D7_13_v3	['PF3D7_1363200']
PF3D7_1363200	-	protein_coding_gene	2539355	2541896	Pf3D7_13_v3	['PF3D7_1363100']
PF3D7_1363300	+	protein_coding_gene	2542180	2543589	Pf3D7_13_v3	['PF3D7_1363400']
PF3D7_1363400	-	protein_coding_gene	2543068	2547394	Pf3D7_13_v3	['PF3D7_1363300']
PF3D7_1363500	+	protein_coding_gene	2547654	2551108	Pf3D7_13_v3	[]
PF3D7_1363600	-	protein_coding_gene	2551210	2552002	Pf3D7_13_v3	[]
PF3D7_1363700	+	protein_coding_gene	2552035	2555363	Pf3D7_13_v3	[]
PF3D7_1363800	+	protein_coding_gene	2556025	2559547	Pf3D7_13_v3	[]
PF3D7_1364000	+	protein_coding_gene	2563135	2567108	Pf3D7_13_v3	[]
PF3D7_1364100	+	protein_coding_gene	2568534	2571611	Pf3D7_13_v3	['PF3D7_1364200']
PF3D7_1364200	-	protein_coding_gene	2571524	2578165	Pf3D7_13_v3	['PF3D7_1364100']
PF3D7_1364300	-	protein_coding_gene	2578668	2582635	Pf3D7_13_v3	[]
PF3D7_1364400	+	protein_coding_gene	2583838	2595100	Pf3D7_13_v3	[]
PF3D7_1364500	+	protein_coding_gene	2596245	2598309	Pf3D7_13_v3	[]
PF3D7_1364600	+	protein_coding_gene	2598355	2601731	Pf3D7_13_v3	[]
PF3D7_1364700	+	pseudogene	2601801	2603107	Pf3D7_13_v3	[]
PF3D7_1364800	-	protein_coding_gene	2603194	2605638	Pf3D7_13_v3	[]
PF3D7_1364900	-	protein_coding_gene	2605886	2608261	Pf3D7_13_v3	[]
PF3D7_1365000	+	protein_coding_gene	2608363	2610359	Pf3D7_13_v3	['PF3D7_1365100']
PF3D7_1365100	-	protein_coding_gene	2609807	2610960	Pf3D7_13_v3	['PF3D7_1365000']
PF3D7_1365200	+	protein_coding_gene	2610995	2612309	Pf3D7_13_v3	['PF3D7_1365300']
PF3D7_1365300	-	protein_coding_gene	2611904	2615834	Pf3D7_13_v3	['PF3D7_1365200']
PF3D7_1365400	-	protein_coding_gene	2615836	2618677	Pf3D7_13_v3	[]
PF3D7_1365500	+	protein_coding_gene	2619004	2621127	Pf3D7_13_v3	[]
PF3D7_1365600	+	protein_coding_gene	2621160	2624082	Pf3D7_13_v3	[]
PF3D7_1365700	-	protein_coding_gene	2624097	2627647	Pf3D7_13_v3	[]
PF3D7_1365800	+	protein_coding_gene	2629805	2631978	Pf3D7_13_v3	[]
PF3D7_1365900	-	protein_coding_gene	2632304	2634360	Pf3D7_13_v3	['PF3D7_1366000']
PF3D7_1366000	+	protein_coding_gene	2633993	2636011	Pf3D7_13_v3	['PF3D7_1365900']
PF3D7_1366100	+	protein_coding_gene	2636101	2637601	Pf3D7_13_v3	[]
PF3D7_1366200	+	protein_coding_gene	2637892	2639016	Pf3D7_13_v3	['PF3D7_1366300']
PF3D7_1366300	-	protein_coding_gene	2638584	2653705	Pf3D7_13_v3	['PF3D7_1366200']
PF3D7_1366400	-	protein_coding_gene	2654471	2660689	Pf3D7_13_v3	['PF3D7_1366500']
PF3D7_1366500	+	protein_coding_gene	2660521	2662797	Pf3D7_13_v3	['PF3D7_1366400', 'PF3D7_1366600']
PF3D7_1366600	-	protein_coding_gene	2662173	2665818	Pf3D7_13_v3	['PF3D7_1366500']
PF3D7_1366700	+	protein_coding_gene	2665864	2668733	Pf3D7_13_v3	['PF3D7_1366800']
PF3D7_1366800	-	protein_coding_gene	2668028	2671369	Pf3D7_13_v3	['PF3D7_1366700']
PF3D7_1366900	+	protein_coding_gene	2674514	2679479	Pf3D7_13_v3	['PF3D7_1367000']
PF3D7_1367000	-	protein_coding_gene	2678143	2680756	Pf3D7_13_v3	['PF3D7_1366900']
PF3D7_1367100	+	protein_coding_gene	2680786	2683055	Pf3D7_13_v3	[]
PF3D7_1367200	+	protein_coding_gene	2683581	2684967	Pf3D7_13_v3	[]
PF3D7_1367300	-	protein_coding_gene	2685059	2686331	Pf3D7_13_v3	[]
PF3D7_1367400	+	protein_coding_gene	2687168	2691319	Pf3D7_13_v3	[]
PF3D7_1367500	+	protein_coding_gene	2691361	2693825	Pf3D7_13_v3	['PF3D7_1367600']
PF3D7_1367600	-	protein_coding_gene	2693485	2695219	Pf3D7_13_v3	['PF3D7_1367500']
PF3D7_1367700	+	protein_coding_gene	2695379	2700285	Pf3D7_13_v3	[]
PF3D7_1367800	+	protein_coding_gene	2701228	2704776	Pf3D7_13_v3	[]
PF3D7_1367900	+	protein_coding_gene	2706499	2708442	Pf3D7_13_v3	[]
PF3D7_1368000	-	protein_coding_gene	2708492	2709566	Pf3D7_13_v3	[]
PF3D7_1368100	-	protein_coding_gene	2709995	2711880	Pf3D7_13_v3	[]
PF3D7_1368200	-	protein_coding_gene	2713313	2717072	Pf3D7_13_v3	[]
PF3D7_1368300	+	protein_coding_gene	2717791	2719445	Pf3D7_13_v3	['PF3D7_1368400']
PF3D7_1368400	-	protein_coding_gene	2718413	2721928	Pf3D7_13_v3	['PF3D7_1368300']
PF3D7_1368500	+	protein_coding_gene	2722470	2725470	Pf3D7_13_v3	['PF3D7_1368600']
PF3D7_1368600	-	protein_coding_gene	2725142	2726519	Pf3D7_13_v3	['PF3D7_1368500']
PF3D7_1368700	-	protein_coding_gene	2727274	2729996	Pf3D7_13_v3	[]
PF3D7_1368800	-	protein_coding_gene	2730239	2736221	Pf3D7_13_v3	[]
PF3D7_1368900	+	protein_coding_gene	2738083	2741740	Pf3D7_13_v3	[]
PF3D7_1369000	+	protein_coding_gene	2742329	2746396	Pf3D7_13_v3	['PF3D7_1369100']
PF3D7_1369100	-	protein_coding_gene	2746174	2748732	Pf3D7_13_v3	['PF3D7_1369000']
PF3D7_1369200	+	protein_coding_gene	2748967	2756484	Pf3D7_13_v3	['PF3D7_1369300']
PF3D7_1369300	-	protein_coding_gene	2755662	2758407	Pf3D7_13_v3	['PF3D7_1369200']
PF3D7_1369400	+	protein_coding_gene	2759048	2768913	Pf3D7_13_v3	[]
PF3D7_1369500	+	protein_coding_gene	2769414	2773904	Pf3D7_13_v3	['PF3D7_1369600']
PF3D7_1369600	-	protein_coding_gene	2773725	2776948	Pf3D7_13_v3	['PF3D7_1369500']
PF3D7_1369700	-	protein_coding_gene	2777488	2779407	Pf3D7_13_v3	[]
PF3D7_1369800	+	ncRNA_gene	2780354	2780427	Pf3D7_13_v3	[]
PF3D7_1369900	-	ncRNA_gene	2781080	2781151	Pf3D7_13_v3	[]
PF3D7_1370000	+	ncRNA_gene	2781622	2781695	Pf3D7_13_v3	[]
PF3D7_1370100	-	ncRNA_gene	2783150	2783221	Pf3D7_13_v3	[]
PF3D7_1370200	+	ncRNA_gene	2783766	2783836	Pf3D7_13_v3	[]
PF3D7_1370300	+	protein_coding_gene	2786609	2789345	Pf3D7_13_v3	[]
PF3D7_1370500	+	ncRNA_gene	2794237	2794851	Pf3D7_13_v3	[]
PF3D7_1370800	+	ncRNA_gene	2796119	2797144	Pf3D7_13_v3	[]
PF3D7_1370900	+	ncRNA_gene	2797507	2798103	Pf3D7_13_v3	[]
PF3D7_1371000	+	ncRNA_gene	2800004	2802154	Pf3D7_13_v3	[]
PF3D7_1371200	+	ncRNA_gene	2802527	2802686	Pf3D7_13_v3	[]
PF3D7_1371300	+	ncRNA_gene	2802945	2807159	Pf3D7_13_v3	[]
PF3D7_1371500	-	protein_coding_gene	2808200	2810256	Pf3D7_13_v3	[]
PF3D7_1371600	+	pseudogene	2811706	2820270	Pf3D7_13_v3	[]
PF3D7_1371700	+	protein_coding_gene	2821078	2824446	Pf3D7_13_v3	['PF3D7_1371800']
PF3D7_1371800	-	protein_coding_gene	2823251	2825967	Pf3D7_13_v3	['PF3D7_1371700']
PF3D7_1371900	+	protein_coding_gene	2829530	2830830	Pf3D7_13_v3	[]
PF3D7_1372000	+	protein_coding_gene	2832623	2835439	Pf3D7_13_v3	[]
PF3D7_1372100	+	protein_coding_gene	2835756	2839580	Pf3D7_13_v3	[]
PF3D7_1372200	-	protein_coding_gene	2840236	2842840	Pf3D7_13_v3	[]
PF3D7_1372300	+	protein_coding_gene	2843157	2847557	Pf3D7_13_v3	[]
PF3D7_1372400	+	protein_coding_gene	2850369	2853482	Pf3D7_13_v3	[]
PF3D7_1372500	-	pseudogene	2854544	2855568	Pf3D7_13_v3	[]
PF3D7_1372600	+	protein_coding_gene	2856586	2858026	Pf3D7_13_v3	[]
PF3D7_1372700	+	protein_coding_gene	2860163	2861441	Pf3D7_13_v3	[]
PF3D7_1372800	+	protein_coding_gene	2863866	2864869	Pf3D7_13_v3	[]
PF3D7_1372900	+	pseudogene	2865893	2867226	Pf3D7_13_v3	[]
PF3D7_1373000	+	protein_coding_gene	2868923	2870165	Pf3D7_13_v3	[]
PF3D7_1373100	-	protein_coding_gene	2871860	2873088	Pf3D7_13_v3	[]
PF3D7_1373200	+	protein_coding_gene	2875991	2876203	Pf3D7_13_v3	[]
PF3D7_1373300	+	protein_coding_gene	2877908	2879141	Pf3D7_13_v3	[]
PF3D7_1373400	+	protein_coding_gene	2881591	2882956	Pf3D7_13_v3	[]
PF3D7_1373500	-	protein_coding_gene	2884786	2892340	Pf3D7_13_v3	[]
PF3D7_1400100	+	pseudogene	1393	5343	Pf3D7_14_v3	[]
PF3D7_1400200	-	protein_coding_gene	7208	8538	Pf3D7_14_v3	[]
PF3D7_1400300	-	protein_coding_gene	10974	12117	Pf3D7_14_v3	[]
PF3D7_1400400	-	protein_coding_gene	14126	15363	Pf3D7_14_v3	[]
PF3D7_1400500	-	protein_coding_gene	17469	18808	Pf3D7_14_v3	[]
PF3D7_1400600	-	protein_coding_gene	20897	22232	Pf3D7_14_v3	[]
PF3D7_1400700	-	protein_coding_gene	24337	25320	Pf3D7_14_v3	[]
PF3D7_1400800	-	protein_coding_gene	27321	28428	Pf3D7_14_v3	[]
PF3D7_1400900	-	pseudogene	30083	31008	Pf3D7_14_v3	[]
PF3D7_1401000	-	protein_coding_gene	34693	35773	Pf3D7_14_v3	[]
PF3D7_1401050	+	pseudogene	39081	40440	Pf3D7_14_v3	['PF3D7_1401100']
PF3D7_1401100	-	protein_coding_gene	39940	43736	Pf3D7_14_v3	['PF3D7_1401050']
PF3D7_1401200	+	protein_coding_gene	46160	48541	Pf3D7_14_v3	['PF3D7_1401300']
PF3D7_1401300	-	protein_coding_gene	47990	50443	Pf3D7_14_v3	['PF3D7_1401200']
PF3D7_1401400	-	protein_coding_gene	52256	54457	Pf3D7_14_v3	[]
PF3D7_1401500	-	protein_coding_gene	56497	59127	Pf3D7_14_v3	[]
PF3D7_1401600	-	protein_coding_gene	60100	64491	Pf3D7_14_v3	[]
PF3D7_1401700	-	protein_coding_gene	66269	67081	Pf3D7_14_v3	[]
PF3D7_1401800	+	protein_coding_gene	69339	74061	Pf3D7_14_v3	['PF3D7_1401900']
PF3D7_1401900	-	protein_coding_gene	73418	76793	Pf3D7_14_v3	['PF3D7_1401800']
PF3D7_1402000	-	protein_coding_gene	76988	80648	Pf3D7_14_v3	[]
PF3D7_1402100	+	protein_coding_gene	80732	83840	Pf3D7_14_v3	[]
PF3D7_1402200	+	protein_coding_gene	84195	85840	Pf3D7_14_v3	['PF3D7_1402300']
PF3D7_1402300	-	protein_coding_gene	85517	89001	Pf3D7_14_v3	['PF3D7_1402200']
PF3D7_1402400	-	protein_coding_gene	89265	91389	Pf3D7_14_v3	[]
PF3D7_1402500	-	protein_coding_gene	91741	94594	Pf3D7_14_v3	[]
PF3D7_1402550	-	ncRNA_gene	93010	93095	Pf3D7_14_v3	['PF3D7_1402500']
PF3D7_1402600	-	ncRNA_gene	92792	92874	Pf3D7_14_v3	['PF3D7_1402500']
PF3D7_1402700	-	protein_coding_gene	94596	99118	Pf3D7_14_v3	[]
PF3D7_1402800	+	protein_coding_gene	100564	106014	Pf3D7_14_v3	[]
PF3D7_1402900	+	protein_coding_gene	106341	109299	Pf3D7_14_v3	[]
PF3D7_1403000	+	protein_coding_gene	110031	112645	Pf3D7_14_v3	['PF3D7_1403100']
PF3D7_1403100	-	protein_coding_gene	112600	119538	Pf3D7_14_v3	['PF3D7_1403000']
PF3D7_1403200	-	protein_coding_gene	119995	121405	Pf3D7_14_v3	[]
PF3D7_1403300	-	protein_coding_gene	121855	125340	Pf3D7_14_v3	[]
PF3D7_1403400	+	protein_coding_gene	125986	129877	Pf3D7_14_v3	[]
PF3D7_1403500	-	protein_coding_gene	130022	132234	Pf3D7_14_v3	['PF3D7_1403600']
PF3D7_1403600	+	protein_coding_gene	131925	133539	Pf3D7_14_v3	['PF3D7_1403500', 'PF3D7_1403700']
PF3D7_1403700	-	protein_coding_gene	133424	135951	Pf3D7_14_v3	['PF3D7_1403600']
PF3D7_1403800	-	protein_coding_gene	136530	141420	Pf3D7_14_v3	[]
PF3D7_1403900	-	protein_coding_gene	141443	143326	Pf3D7_14_v3	[]
PF3D7_1404000	+	protein_coding_gene	143936	144696	Pf3D7_14_v3	[]
PF3D7_1404100	-	protein_coding_gene	144730	146345	Pf3D7_14_v3	[]
PF3D7_1404200	+	protein_coding_gene	147447	148737	Pf3D7_14_v3	[]
PF3D7_1404300	+	protein_coding_gene	150000	150608	Pf3D7_14_v3	[]
PF3D7_1404400	+	protein_coding_gene	151480	152805	Pf3D7_14_v3	[]
PF3D7_1404500	+	protein_coding_gene	152807	154904	Pf3D7_14_v3	['PF3D7_1404600']
PF3D7_1404600	-	protein_coding_gene	154855	160386	Pf3D7_14_v3	['PF3D7_1404500']
PF3D7_1404700	-	protein_coding_gene	160928	162542	Pf3D7_14_v3	[]
PF3D7_1404800	-	protein_coding_gene	163283	168162	Pf3D7_14_v3	[]
PF3D7_1404900	+	protein_coding_gene	168515	171941	Pf3D7_14_v3	[]
PF3D7_1405000	+	protein_coding_gene	171985	175299	Pf3D7_14_v3	['PF3D7_1405100']
PF3D7_1405100	-	protein_coding_gene	175043	179843	Pf3D7_14_v3	['PF3D7_1405000']
PF3D7_1405200	+	protein_coding_gene	180266	181742	Pf3D7_14_v3	[]
PF3D7_1405300	+	protein_coding_gene	181855	185353	Pf3D7_14_v3	['PF3D7_1405400']
PF3D7_1405400	-	protein_coding_gene	185138	190524	Pf3D7_14_v3	['PF3D7_1405300']
PF3D7_1405500	+	protein_coding_gene	190754	192994	Pf3D7_14_v3	['PF3D7_1405600']
PF3D7_1405600	-	protein_coding_gene	192727	194345	Pf3D7_14_v3	['PF3D7_1405500']
PF3D7_1405700	-	protein_coding_gene	196106	199602	Pf3D7_14_v3	[]
PF3D7_1405800	-	protein_coding_gene	200101	204702	Pf3D7_14_v3	[]
PF3D7_1405900	+	protein_coding_gene	204930	209333	Pf3D7_14_v3	[]
PF3D7_1406000	+	protein_coding_gene	210252	211328	Pf3D7_14_v3	['PF3D7_1406100']
PF3D7_1406100	-	protein_coding_gene	211139	215915	Pf3D7_14_v3	['PF3D7_1406000']
PF3D7_1406200	+	protein_coding_gene	217394	227116	Pf3D7_14_v3	[]
PF3D7_1406300	+	protein_coding_gene	227948	230574	Pf3D7_14_v3	[]
PF3D7_1406400	+	protein_coding_gene	230607	232875	Pf3D7_14_v3	[]
PF3D7_1406500	-	protein_coding_gene	233001	237744	Pf3D7_14_v3	[]
PF3D7_1406600	+	protein_coding_gene	238872	244318	Pf3D7_14_v3	[]
PF3D7_1406700	+	protein_coding_gene	244331	246273	Pf3D7_14_v3	['PF3D7_1406800']
